url,price,make,model,variant,reg,previous-owners,mpg,colour,interior-colour,exterior-colour,doors,fuel-type,bodystyle,mileage,engine-size,transmission
https://www.namauto.com/cars/9501271-volkswagen-arteon-2.0-tsi-r-line-4-m-dsg/,"N$ 589,000",Volkswagen,Arteon,2.0 TSI R-LINE 4M DSG,USED,1,N/A,Silver,N/A,silver,5,Petrol,Fastback,"20,000 km",2 l,Automatic
https://www.namauto.com/cars/9774752-mercedes-benz-c-class-c180-avantgarde/,"N$ 590,000",MERCEDES BENZ,C Class,C180 AVANTGARDE,DEMO,N/A,6.5 KPL,White,Artico Black,Polar White,4,Petrol,Sedan,"8,700 km",1.6 l,Automatic
https://www.namauto.com/cars/9918590-jeep-compass-2.4-limited/,"N$ 590,000",Jeep,Compass,2.4 LIMITED,NEW,N/A,9.5 KPL,Grey,Black,MAGNESIO GREY / BLACK ROOF,5,Petrol,SUV,22 km,2.4 l,Manual
https://www.namauto.com/cars/9486628-volkswagen-arteon-2.0-tsi-r-line-4-m-dsg/,"N$ 599,000",Volkswagen,Arteon,2.0 TSI R-LINE 4M DSG,MASTERCARS,N/A,N/A,Bronze,black,Pyrite Silver,5,Petrol,Fastback,"14,500 km",2 l,Automatic
https://www.namauto.com/cars/9726461-jeep-compass-2.4-trailhawk-4-x4/,"N$ 599,900",Jeep,Compass,2.4 TRAILHAWK 4X4,TRAILHAWK,N/A,N/A,Silver,BLACK,SILVER,5,Petrol,SUV,N/A,2.4 l,Automatic
https://www.namauto.com/cars/8434546-mitsubishi-pajero-2.4-sport-8spd-4x4/,"N$ 599,995",Mitsubishi,Pajero,2.4 Sport 8spd 4x4,NEW,N/A,N/A,White,N/A,white,N/A,Petrol,SUV,30 km,N/A,Automatic
https://www.namauto.com/cars/10065698-mitsubishi-triton-triton-2.4-di-d-double-cab-4x4-auto/,"N$ 599,995",Mitsubishi,TRITON,Triton 2.4DI-D double cab 4x4 auto,NEW,N/A,N/A,White,N/A,white,4,Diesel,Bakkie Double Cab,N/A,2.4 l,Automatic
https://www.namauto.com/cars/10210360-volkswagen-amarok-2.0-bitdi-highline-plus-132-kw-4-mot-a-t-d-c-p-u/,"ZAR609,900",Volkswagen,Amarok,2.0 BITDI HIGHLINE PLUS 132KW 4MOT A/T D/C P/U,PREOWNED,1,N/A,Beige,Black,Beige,4,Diesel,Bakkie Double Cab,"25,500 km",2 l,Automatic
https://www.namauto.com/cars/10013160-mercedes-benz-cla-200-a-t/,"N$ 618,000",MERCEDES BENZ,CLA,200 A/T,NEW,N/A,N/A,White,Black,Polar White,4,Petrol,Sedan,15 km,1.6 l,Automatic
https://www.namauto.com/cars/9837747-nissan-navara-navara-2.3-d-double-cab-4x4-le-auto/,"N$ 619,900",Nissan,Navara,Navara 2.3D double cab 4x4 LE auto,NEWNAVARA,N/A,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,50 km,2.3 l,Automatic
https://www.namauto.com/cars/10287288-volkswagen-t6-caravelle-2.0-bi-tdi-comfortline/,"N$ 619,900",Volkswagen,T6,CARAVELLE 2.0 BiTDi COMFORTLINE,PREOWNED,1,N/A,Beige,Black,Beige,5,Diesel,MINIBUS,"64,500 km",2 l,Automatic
https://www.namauto.com/cars/10007901-volkswagen-t6-caravelle-2.0-bi-tdi-comfortline/,"N$ 629,900",Volkswagen,T6,CARAVELLE 2.0 BiTDi COMFORTLINE,PREOWNED,1,N/A,Beige,Black,Beige,5,Diesel,MINIBUS,"64,500 km",2 l,Automatic
https://www.namauto.com/cars/10097851-volkswagen-amarok-2.0-bi-tdi-highline-132-kw-4-mo-4-x4/,"N$ 635,000",Volkswagen,Amarok,2.0 BiTDi HIGHLINE 132KW 4MO 4X4,PREOWNED,1,N/A,White,Black,White,4,Diesel,Bakkie Double Cab,"9,300 km",2 l,Automatic
https://www.namauto.com/cars/10260057-audi-q7-3.0-tdi-v6-quattro/,"N$ 639,900",Audi,Q7,3.0 TDI V6 QUATTRO,PREOWNED,1,N/A,Silver,N/A,Silver,5,Diesel,SUV,"12,560 km",3 l,Automatic
https://www.namauto.com/cars/10291880-jaguar-xe-2.0-d-prestige/,"N$ 639,900",Jaguar,XE,2.0D PRESTIGE,10LDE25504,1,N/A,Silver,N/A,silver,4,Diesel,Sedan,650 km,2 l,Automatic
https://www.namauto.com/cars/9816565-mercedes-benz-m-class-ml-500-be-4-matic/,"N$ 649,900",MERCEDES BENZ,M Class,ML 500 BE 4-Matic,USED,1,N/A,Silver,Black,Silver,5,Petrol,SUV,"51,000 km",4.7 l,Automatic
https://www.namauto.com/cars/9737627-mercedes-benz-e-class-e-200-avantgarde/,"N$ 650,000",MERCEDES BENZ,E Class,E 200 AVANTGARDE,DEMO,1,N/A,Grey,Hazel / Blk Leather,Selenite Grey,4,Petrol,Sedan,"33,000 km",2 l,Automatic
https://www.namauto.com/cars/9765885-jaguar-xf-2.0-r-sport-117k-w/,"N$ 650,000",Jaguar,XF,2.0 R SPORT (117kW),JAGUAR,N/A,N/A,Bronze,BLACK,bronze,4,Diesel,Sedan,1 km,2 l,Automatic
https://www.namauto.com/cars/9720866-jeep-compass-2.4-trailhawk-4-x4/,"N$ 655,900",Jeep,Compass,2.4 TRAILHAWK 4X4,TRAILHAWK,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,N/A,2.4 l,Automatic
https://www.namauto.com/cars/9730990-alfa-romeo-giulia-giulia-2.0-t-super/,"N$ 656,900",Alfa Romeo,Giulia,Giulia 2.0T Super,GIULIASUPE,N/A,N/A,White,BLACK,WHITE,4,Petrol,Sedan,N/A,2 l,Automatic
https://www.namauto.com/cars/10291848-jaguar-f-pace-2.0-di4-awd-r-sport-177-kw/,"N$ 659,900",Jaguar,F-pace,2.0DI4 AWD R-SPORT (177KW),10SEL58053,1,N/A,Red,N/A,red,5,Diesel,SUV,"33,000 km",2 l,Automatic
https://www.namauto.com/cars/10291871-jaguar-xe-2.0-prestige-a-t/,"N$ 659,900",Jaguar,XE,2.0 PRESTIGE A/T,10FDE03901,1,N/A,Silver,N/A,silver,4,Petrol,Sedan,500 km,2 l,Automatic
https://www.namauto.com/cars/9614624-jeep-grand-cherokee-3.6-overland/,"N$ 660,900",Jeep,Grand Cherokee,3.6 OVERLAND,DEMOHZG,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,"25,000 km",3.6 l,Automatic
https://www.namauto.com/cars/8434611-mitsubishi-pajero-di-d-3-dr-3200/,"N$ 669,995",Mitsubishi,Pajero,DI-D 3Dr 3200,NEW,N/A,N/A,White,N/A,white,3,N/A,Station Wagon,30 km,3.2 l,N/A
https://www.namauto.com/cars/10163921-nissan-navara-navara-2.3-d-double-cab-4x4-le-auto-stealth/,POA,Nissan,Navara,Navara 2.3D double cab 4x4 LE auto Stealth,NAVARASTEA,N/A,N/A,White,Black/Grey/Orange,white,4,Diesel,Bakkie Double Cab,N/A,2.3 l,Automatic
https://www.namauto.com/cars/10098901-toyota-land-cruiser-200-v8-4.5-d-vx-r-a-t/,"N$ 679,900",Toyota,Land Cruiser 200,V8 4.5D VX-R A/T,USED,1,N/A,White,Black,White,5,Diesel,SUV,"150,000 km",4.5 l,Automatic
https://www.namauto.com/cars/9252232-volkswagen-arteon-2.0-tdi-r-line-dsg/,"N$ 680,900",Volkswagen,Arteon,2.0 TDI R-LINE DSG,NEW,N/A,N/A,White,Grey,White,5,Diesel,Fastback,20 km,2 l,Automatic
https://www.namauto.com/cars/10065564-ford-everest-3.2-xlt-4-x4/,"N$ 689,900",Ford,EVEREST,3.2 XLT 4X4,10DEM,1,N/A,Silver,N/A,silver,5,Diesel,SUV,"4,000 km",3.2 l,Automatic
https://www.namauto.com/cars/8929984-volkswagen-amarok-3.0-tdi-highline-165k-w-4-mot/,"N$ 693,700",Volkswagen,Amarok,3.0 TDI Highline 165kW 4MOT,NEW,N/A,N/A,White,N/A,white,4,Diesel,Bakkie Double Cab,N/A,3 l,Automatic
https://www.namauto.com/cars/9854416-audi-q5-2.0-tfsi-quattro-155-kw/,"N$ 719,900",Audi,Q5,2.0 TFSi QUATTRO (155KW),PREOWNED,1,N/A,Silver,Light - Brown,Silver,5,Petrol,SUV,"20,500 km",2 l,Automatic
https://www.namauto.com/cars/9615558-jeep-grand-cherokee-3.0-l-v6-crd-o-land/,"N$ 725,900",Jeep,Grand Cherokee,3.0L V6 CRD O/LAND,GRANDCHERO,N/A,N/A,White,BLACK,WHITE,5,Diesel,SUV,"45,000 km",3 l,Automatic
https://www.namauto.com/cars/10291853-land-rover-range-rover-evoque-evoque-2.0-hse-dynamic/,"N$ 749,900",Land Rover,Range Rover Evoque,EVOQUE 2.0 HSE DYNAMIC,10LDE33425,N/A,N/A,Grey,N/A,grey,5,Petrol,SUV,"23,000 km",2 l,Automatic
https://www.namauto.com/cars/10291883-jaguar-xf-2.0-d-r-sport-high/,"N$ 749,900",Jaguar,XF,2.0D R SPORT HIGH,10JDE27066,N/A,N/A,Grey,N/A,grey,4,Diesel,Sedan,450 km,2 l,Automatic
https://www.namauto.com/cars/9765825-land-rover-evoque-2.0-si4-hse-dynamic/,"N$ 750,000",Land Rover,EVOQUE,2.0 Si4 HSE DYNAMIC,LANDROVER,N/A,N/A,Grey,BLACK,grey,5,Petrol,SUV,"15,000 km",2 l,Automatic
https://www.namauto.com/cars/10281250-audi-a8-3.0-tdi-quattro/,"N$ 760,000",Audi,A8,3.0 TDi QUATTRO,PREOWNED,1,N/A,White,Beige,White,4,Diesel,Sedan,"43,700 km",3 l,Automatic
https://www.namauto.com/cars/9615614-jeep-grand-cherokee-3.6-l-laredo/,"N$ 767,000",Jeep,Grand Cherokee,3.6L LAREDO,LAREDONEW,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,N/A,3.6 l,Automatic
https://www.namauto.com/cars/9775881-mercedes-benz-c-class-c200-cabrio-2016-721-522-0/,"N$ 767,000",MERCEDES BENZ,C Class,C200 CABRIO 2016 721 522 - 0,USED,1,6.6 KPL,White,Saddle Brown,Diamond White,2,Petrol,Cabriolet,"16,300 km",2 l,Automatic
https://www.namauto.com/cars/8434622-mitsubishi-pajero-3.2-di-dc-gls/,"N$ 769,995",Mitsubishi,Pajero,3.2 Di-Dc GLS,NEW,N/A,N/A,White,N/A,white,3,Diesel,SUV,30 km,3.2 l,Automatic
https://www.namauto.com/cars/9875990-land-rover-evoque-2.0-si4-hse-dynamic/,"N$ 799,900",Land Rover,EVOQUE,2.0 Si4 HSE DYNAMIC,10SEL33425,1,N/A,Grey,N/A,grey,5,Petrol,SUV,"9,000 km",2 l,Automatic
https://www.namauto.com/cars/9730347-jeep-grand-cherokee-3.0-crd-laredo/,"N$ 850,000",Jeep,Grand Cherokee,3.0 CRD LAREDO,LAREDONEW,N/A,N/A,Grey,BLACK,GREY,5,Diesel,SUV,N/A,3 l,Automatic
https://www.namauto.com/cars/9765870-jaguar-xe-3.0-s-charged-v6-s-280k-w/,"N$ 850,000",Jaguar,XE,3.0 S/CHARGED V6 S (280kW),JAGUAR,N/A,N/A,Red,BLACK,red,4,Petrol,Sedan,"25,000 km",3 l,Automatic
https://www.namauto.com/cars/9593576-mercedes-benz-g-class-c43-4-matic/,"N$ 858,000",Mercedes-Benz,G Class,C43 4MATIC,DEMO,1,N/A,Brown,Grey Leather,Citrin brown,4,Petrol,SUV,"11,900 km",5.5 l,Automatic
https://www.namauto.com/cars/9730982-alfa-romeo-stelvio-2.0-t-first-edition/,"N$ 865,900",Alfa Romeo,Stelvio,2.0T FIRST EDITION,STELVIOFE,N/A,N/A,Grey,BLACK,GREY,5,Petrol,SUV,"19,000 km",2 l,Automatic
https://www.namauto.com/cars/9765857-jaguar-f-pace-3.0-v6-s-charge-s-280k-w/,"N$ 975,000",Jaguar,F-pace,3.0 V6 S/CHARGE S (280kW),JAGUAR,N/A,N/A,White,BLACK,white,5,Petrol,SUV,1 km,3 l,Automatic
https://www.namauto.com/cars/9770875-land-rover-range-rover-sport-4.4-sdv8-hse-dyna/,"N$ 989,900",Land Rover,Range Rover,SPORT 4.4 SDV8 HSE DYNA,10SEL38201,1,N/A,Silver,N/A,silver,5,Diesel,SUV,"81,000 km",4.4 l,Automatic
https://www.namauto.com/cars/9770916-land-rover-range-rover-4.4-sd-v8-vogue-se/,"N$ 1,050,000",Land Rover,Range Rover,4.4 SD V8 VOGUE SE,10SEL39492,1,N/A,White,N/A,white,5,Diesel,SUV,"86,000 km",4.4 l,Automatic
https://www.namauto.com/cars/10291898-jaguar-f-pace-3.0-d-awd/,"N$ 1,088,535",Jaguar,F-pace,3.0D AWD,10LDE42462,1,N/A,Silver,N/A,silver,5,Diesel,SUV,650 km,3 l,Automatic
https://www.namauto.com/cars/9770429-jaguar-f-pace-3.0-d-awd-r-sport/,"N$ 1,150,000",Jaguar,F-pace,3.0D AWD R-SPORT,10CON,1,N/A,Black,Black,Black,5,Diesel,SUV,"24,000 km",3 l,Automatic
https://www.namauto.com/cars/10291916-jaguar-f-pace-3.0-v6-s-c-awd-s-280-kw/,"N$ 1,166,875",Jaguar,F-pace,3.0 V6 S/C AWD S (280KW),10LDE42853,N/A,N/A,Gold,N/A,gold,5,Petrol,SUV,650 km,3 l,Automatic
https://www.namauto.com/cars/9875111-land-rover-range-rover-velar-3.0-d-hse-202-kw/,"N$ 1,190,000",Land Rover,Range Rover Velar,3.0D HSE (202KW),USED,1,N/A,Grey,N/A,grey,5,Diesel,SUV,"15,000 km",3 l,Automatic
https://www.namauto.com/cars/10291922-land-rover-discovery-3.0-td6-s/,"N$ 1,199,900",Land Rover,Discovery,3.0 TD6 S,10LDE67320,N/A,N/A,White,N/A,white,5,Diesel,SUV,860 km,3 l,Automatic
https://www.namauto.com/cars/10181154-mercedes-amg-g-class-amg-g63/,"N$ 1,850,000",Mercedes-AMG,G-Class,AMG G63,USED,1,13.8 KPL,White,Black,White,5,Petrol,SUV,"16,500 km",4 l,Automatic
https://www.namauto.com/cars/9730511-jeep-grand-cherokee-srt8-trackhawk/,"N$ 2,200,000",Jeep,Grand Cherokee,SRT8 TRACKHAWK,TRACKHAWK,N/A,N/A,White,BLACK,WHITE,5,Petrol,SUV,N/A,6.1 l,Automatic
https://www.namauto.com/cars/10291868-land-rover-range-rover-5.0-v8-autobiograph/,"N$ 2,735,881",Land Rover,Range Rover,5.0 V8 AUTOBIOGRAPH,10LDE42705,1,N/A,Red,N/A,red,5,Petrol,SUV,"1,000 km",5 l,Automatic
https://www.namauto.com/cars/9377909-mazda-demio-1.3-petrol/,POA,Mazda,Demio,1.3 Petrol,USED,1,N/A,Red,Multi-Colour,Red,5,Petrol,Hatchback,"50,000 km",1.3 l,Automatic
https://www.namauto.com/cars/9377999-suzuki-jimny-660-cc-petrol/,POA,Suzuki,Jimny,660 cc Petrol,USED,1,N/A,Blue,Black,Blue,3,Petrol,3 DOOR SUV,"53,293 km",0.7 l,Automatic
https://www.namauto.com/cars/9360197-fiat-linea-1.4-emotion/,"N$ 70,000",Fiat,LINEA,1.4 EMOTION,USED,1,N/A,White,Black,White,4,Petrol,Sedan,"82,000 km",1.4 l,Manual
https://www.namauto.com/cars/9378163-nissan-tiida-latio-1.5-petrol/,POA,Nissan,Tiida Latio,1.5 Petrol,USED,1,N/A,Silver,Grey,Silver,4,Petrol,Sedan,"78,500 km",1.5 l,Automatic
https://www.namauto.com/cars/9453884-honda-fit/,"N$ 70,000",Honda,Fit,USED,5,N/A,White,Black,White,5,Petrol,5DR HATCH,"198,000 km",1.5 l,Automatic
https://www.namauto.com/cars/9918799-hunter-series-mobile-cold-room-diamond-hunter-series-cooler-freezer-unit/,"N$ 70,100",Hunter Series Mobile ColdRoom,Diamond Hunter Series,Cooler Freezer Unit,TRAILER,1,N/A,White,White,White,1,Petrol,Offroad Camping Safari Trailer,"1,000 km",N/A,Not Available
https://www.namauto.com/cars/10360601-toyota-aygo-1.0-wild-5-dr/,"N$ 79,900",Toyota,Aygo,1.0 WILD 5DR,N147651W,N/A,N/A,White,N/A,White (068),5,Petrol,Hatchback,"60,208 km",1 l,Manual
https://www.namauto.com/cars/8031961-dodge-caliber-1.8-sxt/,"N$ 80,000",Dodge,Caliber,1.8 SXT,BOOYSEN,1,N/A,Black,White,Black,5,Petrol,Hatchback,"182,000 km",1.8 l,Manual
https://www.namauto.com/cars/9534421-honda-amaze-1.2-comfort/,"N$ 80,000",Honda,AMAZE,1.2 COMFORT,USED,1,N/A,Silver,Grey,Silver,4,Petrol,Sedan,"92,540 km",1.2 l,Manual
https://www.namauto.com/cars/9985584-honda-jazz-1.4i-lx/,"N$ 84,995",Honda,Jazz,1.4i LX,USED,1,N/A,White,Black,White,5,Petrol,Hatchback,"127,607 km",1.3 l,Manual
https://www.namauto.com/cars/10346090-ford-figo-1.5-tdci-ambiente-5-dr/,"N$ 85,000",Ford,Figo,1.5 TDCi AMBIENTE (5DR),83,1,N/A,Beige,black,grey,5,Diesel,Hatchback,"78,000 km",1.5 l,Manual
https://www.namauto.com/cars/10225989-toyota-aygo-1.0-wild-5-dr/,"N$ 90,000",Toyota,Aygo,1.0 WILD 5DR,JURGENS,1,N/A,White,BLACK,white,5,Petrol,Hatchback,"68,000 km",1 l,Manual
https://www.namauto.com/cars/10249317-chevrolet-utility-1.4/,POA,Chevrolet,UTILITY,1.4,CONSIGNMEN,1,N/A,White,Grey,White,2,Petrol,Bakkie Single Cab,"60,700 km",1.4 l,Manual
https://www.namauto.com/cars/9624411-bmw-3-series-330-i-exclusive-a-t-e90/,"N$ 95,000",BMW,3 Series,330I EXCLUSIVE A/T (E90),BEUKES,1,N/A,Beige,Beig,Black,4,Petrol,Sedan,"173,160 km",3 l,Automatic
https://www.namauto.com/cars/8999927-nissan-almera-1.5-acenta/,"N$ 99,000",Nissan,Almera,1.5 ACENTA,USED,1,N/A,White,Black,WHITE,4,Petrol,Sedan,"61,800 km",1.5 l,Manual
https://www.namauto.com/cars/9534300-honda-brio-1.2-comfort-5-dr/,"N$ 99,000",Honda,BRIO,1.2 COMFORT 5DR,USED,1,N/A,White,Beige,White,5,Petrol,Hatchback,"45,981 km",1.2 l,Manual
https://www.namauto.com/cars/10069706-hyundai-elantra-1.8-gls/,"N$ 99,995",Hyundai,Elantra,1.8 GLS,USED,2,N/A,White,BLACK,WHITE,4,N/A,Sedan,"147,000 km",1.8 l,N/A
https://www.namauto.com/cars/10214589-nissan-np200-1.6-s-dual-airbags-p-u-s-c/,"N$ 102,700",Nissan,NP200,1.6 S (DUAL AIRBAGS) P/U S/C,N141332W,1,N/A,White,Grey,White,2,Petrol,Bakkie Single Cab,"109,408 km",1.6 l,Manual
https://www.namauto.com/cars/8539116-ford-figo-1.4-ambiente/,"N$ 105,000",Ford,Figo,1.4 AMBIENTE,WILLIAMS,1,N/A,Silver,Black,Silver,5,Petrol,Hatchback,"115,000 km",1.4 l,Manual
https://www.namauto.com/cars/9534517-honda-jazz-1.5-elegance/,"N$ 109,000",Honda,Jazz,1.5 ELEGANCE,USED,1,N/A,Silver,Grey,Silver,5,Petrol,Hatchback,"107,435 km",1.5 l,Automatic
https://www.namauto.com/cars/10106971-datsun-go-1.2-lux-ab/,"N$ 109,700",Datsun,GO,1.2 LUX (AB),N205002W,1,N/A,Silver,Grey,NEW SILVER,5,Petrol,Hatchback,"13,301 km",1.2 l,Manual
https://www.namauto.com/cars/9093727-honda-ballade-1.5-elegance-2012/,"N$ 110,000",Honda,Ballade,1.5 ELEGANCE 2012,USED,1,N/A,Silver,Black,silver,4,Petrol,Sedan,"93,000 km",1.5 l,Manual
https://www.namauto.com/cars/9531653-honda-brio-1.2-comfort/,"N$ 110,000",Honda,BRIO,1.2 COMFORT,USED,1,N/A,White,Grey,White,4,Petrol,Sedan,"87,256 km",1.2 l,Manual
https://www.namauto.com/cars/9567395-volkswagen-polo-vivo-1.4-trendline/,"N$ 110,000",Volkswagen,POLO VIVO,1.4 TRENDLINE,USED,1,N/A,White,Grey,White,4,Petrol,Sedan,"113,450 km",1.4 l,Manual
https://www.namauto.com/cars/10225261-chevrolet-utility-1.3-d/,"N$ 110,000",Chevrolet,UTILITY,1.3D,PREOWNED,1,N/A,White,Grey,White,2,Diesel,Bakkie Single Cab,"99,600 km",1.2 l,Manual
https://www.namauto.com/cars/10240761-volkswagen-polo-vivo-1.4-trendline-5-dr/,"N$ 112,500",Volkswagen,POLO VIVO,1.4 TRENDLINE (5DR),MASTERCARS,1,N/A,White,Grey,White,5,Petrol,Hatchback,"107,779 km",1.4 l,Manual
https://www.namauto.com/cars/10122284-mitsubishi-mirage-1.2-gls/,"N$ 114,995",Mitsubishi,Mirage,1.2 GLS,USED,1,N/A,Red,Black,Red,5,Petrol,Hatchback,"44,901 km",1.2 l,Manual
https://www.namauto.com/cars/9217030-honda-brio-1.2-comfort/,"N$ 115,000",Honda,BRIO,1.2 COMFORT,USED,1,N/A,Black,BLACK,Urban Titanium,4,Petrol,Sedan,"52,000 km",1.2 l,Manual
https://www.namauto.com/cars/9534472-honda-civic-1.8-elegance/,"N$ 115,000",Honda,Civic,1.8 ELEGANCE,USED,1,N/A,Silver,Grey,Silver,4,Petrol,Sedan,"143,887 km",1.8 l,Manual
https://www.namauto.com/cars/9541057-nissan-almera-1.5-acenta/,"N$ 118,000",Nissan,Almera,1.5 ACENTA,USED,1,N/A,White,Grey,White,4,Petrol,Sedan,"61,745 km",1.5 l,Manual
https://www.namauto.com/cars/10141467-datsun-go-1.2-lux-ab/,"N$ 119,000",Datsun,GO,1.2 LUX (AB),86,1,N/A,Black,black,silver,5,Petrol,Hatchback,"30,000 km",1.2 l,Manual
https://www.namauto.com/cars/9791955-toyota-corolla-1.3-advanced/,"N$ 119,900",Toyota,Corolla,1.3 ADVANCED,N153265W,N/A,N/A,White,N/A,Glacier White (040),4,Petrol,Sedan,"127,000 km",1.3 l,Manual
https://www.namauto.com/cars/10246320-volkswagen-polo-vivo-1.4-trendline-5-dr/,"N$ 119,900",Volkswagen,POLO VIVO,1.4 TRENDLINE 5DR,N3611R,N/A,N/A,White,N/A,WHITE,5,Petrol,Hatchback,"99,396 km",1.4 l,Manual
https://www.namauto.com/cars/8255677-tata-bolt-1.2-t-xms-5-dr/,"N$ 119,995",TATA,BOLT,1.2T XMS 5DR,USED,1,N/A,White,Beige,White,5,Petrol,Hatchback,"28,265 km",1.2 l,Manual
https://www.namauto.com/cars/10123165-tata-bolt-1.2-t-xt-5-dr/,"N$ 119,995",TATA,BOLT,1.2T XT 5DR,USED,1,N/A,Red,Black,Red,5,Petrol,Hatchback,"27,159 km",1.2 l,Manual
https://www.namauto.com/cars/8898992-mercedes-benz-e-class-e-350/,"N$ 120,000",MERCEDES BENZ,E Class,E 350,KNOUDS,1,N/A,Blue,Black,Sky-Blue Metallic,4,Petrol,Sedan,"102,000 km",3.5 l,Automatic
https://www.namauto.com/cars/9124895-volvo-s40-2.4i/,"N$ 120,000",Volvo,S40,2.4i,USED,1,N/A,White,Black,White,4,Petrol,Sedan,"166,800 km",2.4 l,Manual
https://www.namauto.com/cars/9277106-dodge-journey-2.7-sxt/,"N$ 120,000",Dodge,Journey,2.7 SXT,USED,1,N/A,Gold,Black,gold,5,Petrol,SUV,"148,000 km",2.7 l,Automatic
https://www.namauto.com/cars/9398982-volkswagen-polo-1.6-tdi-comfortline-5-dr/,"N$ 120,000",Volkswagen,Polo,1.6 TDI COMFORTLINE 5DR,USED,1,N/A,White,Black,White,5,Diesel,Hatchback,"117,000 km",1.6 l,Manual
https://www.namauto.com/cars/9531911-honda-civic-1.6-comfort/,"N$ 120,000",Honda,Civic,1.6 COMFORT,USED,1,N/A,Grey,Grey,Grey,4,Petrol,Sedan,"68,710 km",1.6 l,Manual
https://www.namauto.com/cars/10102203-volkswagen-polo-vivo-1.4-trendline/,"N$ 120,000",Volkswagen,POLO VIVO,1.4 TRENDLINE,65,1,N/A,Black,black,silver,4,Petrol,Sedan,"130,000 km",1.4 l,Manual
https://www.namauto.com/cars/9541206-honda-ballade-1.5-trend/,"N$ 122,000",Honda,Ballade,1.5 TREND,USED,1,N/A,Silver,Grey,Silver,4,Petrol,Sedan,"95,655 km",1.5 l,Manual
https://www.namauto.com/cars/7886103-mazda-2-hatch-1.3-active/,"N$ 125,000",Mazda,2,HATCH 1.3 ACTIVE,USED,1,16.0 KPL,Silver,Black,silver,5,Petrol,Hatchback,"51,700 km",1.3 l,Manual
https://www.namauto.com/cars/9923070-mercedes-benz-c-class-c180-compressor-a-t/,"N$ 125,000",MERCEDES BENZ,C Class,C180 Compressor A/T,STAHL,1,N/A,White,black,WHITE,4,Petrol,Sedan,"169,770 km",1.6 l,Automatic
https://www.namauto.com/cars/10150643-mercedes-benz-cls-350/,"N$ 125,000",MERCEDES BENZ,CLS,350,KAKIA,2,N/A,Black,BLACK,black,4,Petrol,Coupe,"203,000 km",3.5 l,Automatic
https://www.namauto.com/cars/10214501-audi-q5-2.0-tdi-quattro/,"N$ 125,000",Audi,Q5,2.0 TDI QUATTRO,SMITH,1,N/A,Grey,Grey,Grey,5,Diesel,SUV,"205,000 km",2 l,Manual
https://www.namauto.com/cars/10236053-opel-corsa-1.6-opc/,"N$ 125,000",Opel,Corsa,1.6 OPC,OPC,1,N/A,White,black,WHITE,3,Petrol,Hatchback,"84,000 km",1.6 l,Manual
https://www.namauto.com/cars/10318291-toyota-aygo-1.0-x-play-5-dr/,"N$ 125,000",Toyota,Aygo,1.0  X- PLAY (5DR),SKG677H,N/A,N/A,White,N/A,white,5,Petrol,Hatchback,"15,000 km",1 l,Manual
https://www.namauto.com/cars/9690760-datsun-go-1.2-panel-van/,"N$ 126,900",Datsun,GO +,1.2 Panel Van,PREOWNED,1,N/A,White,Grey,White,5,Petrol,Panel Van,"13,500 km",1.2 l,Manual
https://www.namauto.com/cars/9738946-volkswagen-polo-1.6-cross-5-dr/,"N$ 127,000",Volkswagen,Polo,1.6 CROSS 5DR,USED,2,N/A,Beige,N/A,beige,5,Petrol,Hatchback,"134,000 km",1.6 l,Manual
https://www.namauto.com/cars/10079875-nissan-almera-1.5-acenta/,"N$ 129,900",Nissan,Almera,1.5 ACENTA,PREOWNED,1,N/A,White,grey/black,White,4,Petrol,Sedan,"61,500 km",1.5 l,Manual
https://www.namauto.com/cars/10222542-ford-figo-1.5-trend/,"N$ 129,900",Ford,Figo,1.5 TREND,USED,1,N/A,White,Grey,White,4,Petrol,Sedan,"63,500 km",1.5 l,Manual
https://www.namauto.com/cars/10226338-ford-figo-1.5-ambiente/,"N$ 129,900",Ford,Figo,1.5 AMBIENTE,N25241WB,N/A,N/A,White,N/A,white,4,Petrol,Sedan,"65,000 km",1.5 l,Manual
https://www.namauto.com/cars/9333342-mahindra-kuv-100-1.2-k8/,"N$ 129,995",Mahindra,KUV 100,1.2 K8,USED,5,N/A,Blue,Grey,Blue,5,Petrol,SUV,"27,525 km",1.2 l,Manual
https://www.namauto.com/cars/9880196-tata-207-3.0-di-ex2/,"N$ 129,995",TATA,207,3.0 DI EX2,USED,2,N/A,White,Grey,White,2,Diesel,Bakkie Single Cab,"80,955 km",3 l,Manual
https://www.namauto.com/cars/10067315-hyundai-i10-1.1-motion/,"N$ 129,995",Hyundai,i10,1.1 MOTION,USED,1,N/A,White,Black,White,5,Petrol,Hatchback,"40,237 km",1.1 l,Automatic
https://www.namauto.com/cars/10069745-hyundai-accent-1.6-gls/,"N$ 129,995",Hyundai,Accent,1.6 GLS,USED,1,N/A,Grey,BLACK,GREY,4,Petrol,Sedan,"80,000 km",1.6 l,Manual
https://www.namauto.com/cars/10122409-renault-sandero-900-t-stepway/,"N$ 129,995",Renault,SANDERO,900T STEPWAY,USED,1,N/A,Blue,Black,Blue,5,Petrol,Hatchback,"31,768 km",0.9 l,Manual
