url,price,make,model,variant,reg,previous-owners,mpg,colour,interior-colour,exterior-colour,doors,fuel-type,bodystyle,mileage,engine-size,transmission
https://www.namauto.com/cars/10087747-volkswagen-jetta-1.6-tdi-comfortline/,"N$ 210,000",Volkswagen,Jetta,1.6 TDi COMFORTLINE,SHIKWA,1,N/A,White,black,WHITE,4,Diesel,Sedan,"112,117 km",1.6 l,Manual
https://www.namauto.com/cars/10208500-volkswagen-polo-vivo-1.4-trendline-5-dr/,POA,Volkswagen,POLO VIVO,1.4 TRENDLINE (5DR),NEW,N/A,N/A,Red,Grey,Flash - Red,5,Petrol,Hatchback,20 km,1.4 l,Manual
https://www.namauto.com/cars/6998600-toyota-etios-cross-1.5-xs-5-dr/,"N$ 212,900",Toyota,ETIOS,CROSS 1.5 Xs 5Dr,NEW,N/A,6.0 KPL,Orange,Black,Inferno Metallic,5,Petrol,Hatchback,10 km,1.5 l,Manual
https://www.namauto.com/cars/10242918-nissan-hardbody-np300-2.5-tdi-hi-rider/,"N$ 214,000",Nissan,HARDBODY,NP300 2.5 TDi HI-RIDER,91,1,N/A,Black,black,white,4,Diesel,Bakkie Double Cab,"109,000 km",2.5 l,Manual
https://www.namauto.com/cars/6985186-honda-jazz-trend-5-door/,"N$ 215,000",Honda,Jazz,Trend 5-door,NEW,5,N/A,Red,Black,Rally Red,5,Petrol,Mini MPV,N/A,1.2 l,Manual
https://www.namauto.com/cars/9541220-honda-ballade-1.5-trend/,"N$ 215,000",Honda,Ballade,1.5 TREND,USED,1,N/A,White,Black,White,4,Petrol,Sedan,"15,996 km",1.5 l,Manual
https://www.namauto.com/cars/9918747-ford-ranger-3.2-tdci-xls-sup-cab/,"N$ 215,000",Ford,Ranger,3.2TDCi XLS SUP/CAB,16824,1,N/A,Grey,Grey,Sea - Grey,2,Diesel,Bakkie Single Cab,"189,000 km",3.2 l,Manual
https://www.namauto.com/cars/10133126-toyota-fortuner-3.0-d-4-d/,"N$ 215,000",Toyota,Fortuner,3.0D-4D,LYIMO,1,N/A,Silver,Grey,Silver,5,Diesel,SUV,"76,000 km",3 l,Manual
https://www.namauto.com/cars/10269174-volkswagen-amarok-2.0-tdi-trendline-90-kw-4-mot-4-x4/,"N$ 215,000",Volkswagen,Amarok,2.0TDi TRENDLINE 90KW 4MOT 4X4,USED,1,N/A,White,N/A,white,4,Diesel,Bakkie Double Cab,"131,000 km",2 l,Manual
https://www.namauto.com/cars/10306193-volkswagen-transporter-2.5-tdi-4-mot-4-x4/,"N$ 215,000",Volkswagen,Transporter,2.5 TDi 4MOT 4X4,USED,2,N/A,White,N/A,white,4,Diesel,Bakkie Double Cab,"237,000 km",2.5 l,Manual
https://www.namauto.com/cars/9354640-gwm-steed-6-steed-6-2.0-vgt-double-cab-xscape/,"N$ 217,000",GWM,Steed 6,Steed 6 2.0VGT double cab Xscape,USED,1,N/A,White,Black,WHITE,4,Diesel,Bakkie Double Cab,"140,000 km",2 l,Manual
https://www.namauto.com/cars/9111569-volkswagen-jetta-1.4-tsi-comfortline/,"N$ 219,000",Volkswagen,Jetta,1.4 TSI COMFORTLINE,KM351,1,N/A,White,Grey,White,4,Petrol,Sedan,"116,000 km",1.4 l,Manual
https://www.namauto.com/cars/10350847-mercedes-benz-b-class-b-180-a-t/,"N$ 219,000",Mercedes-Benz,B-Class,B 180 A/T,86,1,N/A,White,WHITE,silver,5,Petrol,MPV,"55,000 km",1.7 l,Automatic
https://www.namauto.com/cars/7010128-nissan-almera-1.5-acenta-mt/,"N$ 219,470",Nissan,Almera,1.5 Acenta MT,NEW,N/A,15.8 KPL,White,Black,White,4,Petrol,Sedan,1 km,1.5 l,Manual
https://www.namauto.com/cars/9666727-volkswagen-amarok-2.0-tdi-trendline-103-kw-s-c-p-u/,"N$ 219,900",Volkswagen,Amarok,2.0TDI TRENDLINE 103KW S/C P/U,N1732G,N/A,N/A,White,N/A,WHITE,2,Diesel,Bakkie Single Cab,"135,000 km",2 l,Manual
https://www.namauto.com/cars/9878440-hyundai-ix35-2.0-premium/,"N$ 219,995",Hyundai,ix35,2.0 PREMIUM,USED,2,N/A,White,N/A,White,5,Petrol,SUV,"121,320 km",2 l,Manual
https://www.namauto.com/cars/10123129-renault-duster-1.5-d-ci-dynamique-4-x4/,"N$ 219,995",Renault,Duster,1.5 dCI DYNAMIQUE 4X4,USED,1,N/A,Silver,Black,Silver,5,Diesel,SUV,"26,618 km",1.5 l,Manual
https://www.namauto.com/cars/7890131-toyota-hilux-2.5-d-4-d-srx-4-x4/,"N$ 220,000",Toyota,Hilux,2.5 D-4D SRX 4X4,USED,1,11.0 KPL,White,Grey,White,2,Diesel,Bakkie Single Cab,"178,000 km",2.5 l,Manual
https://www.namauto.com/cars/8929362-toyota-hilux-2.7-vvti-raider/,POA,Toyota,Hilux,2.7 VVTi RAIDER,USED,1,N/A,Blue,Grey,Blue,4,Petrol,Bakkie Double Cab,"255,742 km",2.7 l,Manual
https://www.namauto.com/cars/10145498-toyota-quantum-2.7-10-seat/,"N$ 220,000",Toyota,QUANTUM,2.7 10 SEAT,USED,2,N/A,White,Grey,White,4,Petrol,MPV,"200,523 km",2.7 l,Manual
https://www.namauto.com/cars/10240719-nissan-np300-hardbody-hardbody-np300-2.5-tdi-4-x4-p-u-d-c/,"N$ 220,000",Nissan,NP300 Hardbody,HARDBODY NP300 2.5 TDI 4X4 P/U D/C,MASTERCARS,1,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,"71,190 km",2.5 l,Manual
https://www.namauto.com/cars/10294564-volkswagen-polo-1.0-tsi-comfortline/,POA,Volkswagen,Polo,1.0 TSI COMFORTLINE,NEW,N/A,N/A,White,Grey,White,5,Petrol,Hatchback,10 km,1 l,Manual
https://www.namauto.com/cars/7170005-renault-sandero-900-t-stepway-plus/,"N$ 220,869",Renault,SANDERO,900T STEPWAY PLUS,NEW,N/A,15.0 KPL,Red,Grey & Black,red,5,Petrol,hatch cross-over,1 km,0.9 l,Manual
https://www.namauto.com/cars/7591872-kia-picanto-1.2-smart/,"N$ 221,262",Kia,Picanto,1.2 Smart,NEW,N/A,N/A,Red,BLACK,RED,5,Petrol,Hatchback,1 km,1.2 l,Manual
https://www.namauto.com/cars/8220247-haval-h5-2.4-4x2-city/,"N$ 222,630",HAVAL,H5,2.4 4x2 City,NEW,N/A,N/A,Silver,Black,Silver,5,Petrol,SUV,1 km,N/A,Manual
https://www.namauto.com/cars/10209077-volkswagen-polo-vivo-1.4-comfortline-5-dr/,"N$ 223,000",Volkswagen,POLO VIVO,1.4 COMFORTLINE (5DR),NEW,N/A,N/A,Silver,Grey,Silver,5,Petrol,Hatchback,20 km,1.4 l,Manual
https://www.namauto.com/cars/10022140-renault-clio-iv-1.6-rs-200-edc-lux/,"N$ 224,995",Renault,Clio,IV 1.6 RS 200 EDC LUX,USED,2,N/A,Silver,Black,Silver,5,Petrol,Hatchback,"63,053 km",1.6 l,Automatic
https://www.namauto.com/cars/9486697-toyota-hilux-2.5-d-4-d-srx-4-x4-p-u-d-c/,"N$ 225,000",Toyota,Hilux,2.5D-4D SRX 4X4 P/U D/C,N20895S,N/A,N/A,White,N/A,Glacier White (040),4,Diesel,Bakkie Double Cab,"190,000 km",2.5 l,Manual
https://www.namauto.com/cars/9541210-opel-mokka-1.4-t-cosmo/,"N$ 225,000",Opel,MOKKA,1.4T COSMO,USED,1,N/A,Grey,Grey,Grey,5,Petrol,SUV,"15,996 km",1.4 l,Manual
https://www.namauto.com/cars/9775209-toyota-fortuner-3.0-d-4-d/,"N$ 225,000",Toyota,Fortuner,3.0D-4D,USED,1,N/A,Gold,Beige,Gold,5,Diesel,SUV,"148,000 km",3 l,Automatic
https://www.namauto.com/cars/9833241-bmw-3-series-320d-f30/,"N$ 225,000",BMW,3 Series,320d (F30),MENGELA,1,N/A,Silver,Black,Silver,4,Diesel,Sedan,"116,000 km",2 l,Automatic
https://www.namauto.com/cars/10135086-chevrolet-trailblazer-2.8-ltz-4-x4/,"N$ 225,000",Chevrolet,Trailblazer,2.8 LTZ 4X4,80,1,N/A,Black,black,blue,5,Diesel,SUV,"128,000 km",2.8 l,Manual
https://www.namauto.com/cars/10196939-peugeot-208-1.6-gti-3-dr/,"N$ 225,000",Peugeot,208,1.6 GTI 3DR,VANZYL,1,N/A,Red,BLACK,red,3,Petrol,Hatchback,"53,000 km",1.6 l,Manual
https://www.namauto.com/cars/10227173-ford-ranger-2.2-double-cab-hi-rider-xls/,"N$ 226,000",Ford,Ranger,2.2 double cab Hi-Rider XLS,USED,2,N/A,White,N/A,white,4,Diesel,Bakkie Double Cab,"86,000 km",2.2 l,Manual
https://www.namauto.com/cars/9909438-kia-sportage-2.0-crdi-awd/,"N$ 228,000",Kia,Sportage,2.0 CRDi AWD,GRACE,1,N/A,Silver,black,SILVER,5,Diesel,SUV,"71,689 km",2 l,Automatic
https://www.namauto.com/cars/6998603-great-wall-steed-5-e-2.4-sx/,"N$ 228,090",Great Wall,STEED 5,E 2.4 SX,NEW,N/A,N/A,Silver,Black,Sky Silver,4,Petrol,Bakkie Double Cab,N/A,2.4 l,Manual
https://www.namauto.com/cars/9680068-volkswagen-jetta-1.4-tsi-comfortline/,"N$ 229,000",Volkswagen,Jetta,1.4 TSI COMFORTLINE,USED,1,N/A,Silver,N/A,silver,4,Petrol,Sedan,"105,000 km",1.4 l,Manual
https://www.namauto.com/cars/9695699-nissan-np300-hardbody-hardbody-np300-2.5-tdi-4-x4-p-u-d-c/,"N$ 229,000",Nissan,NP300 Hardbody,HARDBODY NP300 2.5 TDI 4X4 P/U D/C,KM365,1,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,"87,200 km",2.5 l,Manual
https://www.namauto.com/cars/8240051-fiat-500-l-1.6-mjet-lounge-5-dr/,"N$ 229,900",Fiat,500,L 1.6 MJET LOUNGE 5DR,PREOWNED,1,N/A,Blue,Black,Blue,5,Diesel,Hatchback,"59,000 km",1.6 l,Manual
https://www.namauto.com/cars/10067353-hyundai-ix35-1.7-crdi-premium/,"N$ 229,995",Hyundai,ix35,1.7 CRDi PREMIUM,USED,1,N/A,Silver,Black,Silver,5,Diesel,SUV,"95,464 km",1.7 l,Manual
https://www.namauto.com/cars/10122185-kia-rio-hatch-1.2-ls/,"N$ 229,995",Kia,Rio,Hatch 1.2 LS,USED,N/A,N/A,Green,Black,Urban Green,5,Petrol,Hatchback,"1,500 km",1.2 l,Manual
https://www.namauto.com/cars/10168396-hyundai-h-1-gls-2.4-cvvt-wagon/,"N$ 229,995",Hyundai,H-1,GLS 2.4 CVVT WAGON,USED,1,N/A,White,Beige,White,5,Petrol,MINIBUS,"147,590 km",2.4 l,Manual
https://www.namauto.com/cars/9789855-mercedes-benz-e-class-e-350/,"N$ 230,000",MERCEDES BENZ,E Class,E 350,PREOWNED,1,N/A,Gold,Cream,Gold,4,N/A,Sedan,"72,000 km",3.5 l,N/A
https://www.namauto.com/cars/7034432-nissan-np200-1.6-16-v-high/,"N$ 230,302",Nissan,NP200,1.6 16V HIGH,NEW,N/A,8.0 KPL,White,Black,White,2,Petrol,Pick Up,N/A,1.6 l,Manual
https://www.namauto.com/cars/7002302-toyota-corolla-quest-1.6/,"N$ 230,400",Toyota,Corolla Quest,1.6,NEW,N/A,6.9 KPL,Silver,Black,Satin Silver Metallic,4,Petrol,Sedan,20 km,1.6 l,Manual
https://www.namauto.com/cars/7170304-renault-clio-66k-w-turbo-authentique/,"N$ 230,617",Renault,Clio,66kW turbo Authentique,NEW,N/A,15.0 KPL,Red,Black,red,5,Petrol,Hatchback,1 km,0.9 l,Manual
https://www.namauto.com/cars/7034441-nissan-np200-1.5-dci-safety-pack/,"N$ 231,378",Nissan,NP200,1.5 DCi SAFETY PACK,NEW,N/A,8.0 KPL,White,Black,White,2,Diesel,Bakkie Single Cab,N/A,1.6 l,Manual
https://www.namauto.com/cars/7010133-nissan-almera-1.5-acenta-at/,"N$ 233,072",Nissan,Almera,1.5 Acenta AT,NEW,N/A,16.0 KPL,Silver,Black,Silver,4,Petrol,Sedan,1 km,1.5 l,Automatic
https://www.namauto.com/cars/7001355-toyota-avanza-1.3-s/,"N$ 234,100",Toyota,AVANZA,1.3 S,NEW,N/A,15.0 KPL,White,Black,Tusk White,5,Petrol,Panel Van,10 km,1.3 l,Manual
https://www.namauto.com/cars/9792057-nissan-x-trail-2.0-xe-r61/,"N$ 235,000",Nissan,X TRAIL,2.0 XE (R61),66,1,N/A,Black,black,white,5,Petrol,SUV,"61,200 km",2 l,Manual
https://www.namauto.com/cars/9824840-volkswagen-amarok-2.0-bi-tdi-trendline-120-kw-4-m-4-x4/,"N$ 235,000",Volkswagen,Amarok,2.0 BiTDi TRENDLINE 120KW 4M 4X4,USED,2,N/A,White,N/A,white,2,Diesel,Bakkie Single Cab,"124,000 km",2 l,Manual
https://www.namauto.com/cars/10318407-hyundai-ix35-ix35-2.0-executive/,"N$ 235,000",Hyundai,ix35,ix35 2.0 Executive,SFY195H,N/A,N/A,Red,N/A,RED,5,Petrol,SUV,"26,000 km",2 l,Manual
https://www.namauto.com/cars/7670707-toyota-avanza-1.3-s-f-c-p-v/,"N$ 239,800",Toyota,AVANZA,1.3 S F/C P/V,NEW,N/A,15.0 KPL,White,Black & Grey,White,5,Petrol,Panel Van,10 km,1.3 l,Manual
https://www.namauto.com/cars/10169345-volkswagen-tiguan-1.4-tsi-trend-fun-4-mot/,"N$ 239,900",Volkswagen,Tiguan,1.4 TSI TREND-FUN 4MOT,ENGEL,2,N/A,White,BROWN,white,5,Petrol,SUV,"72,000 km",1.4 l,Manual
https://www.namauto.com/cars/10360979-volkswagen-jetta-vi-1.2-tsi-trendline-77-kw/,"N$ 239,900",Volkswagen,Jetta,VI 1.2 TSi TRENDLINE 77Kw,13,1,N/A,White,Grey,White,4,Petrol,Sedan,"46,500 km",1.2 l,Manual
https://www.namauto.com/cars/6998684-gwm-steed-5-2.0-vgt-sx-p-u-d-c/,"N$ 240,000",GWM,Steed 5,2.0 VGT SX P/U D/C,NEW,N/A,N/A,Silver,Black,Sky Silver,4,Diesel,Bakkie Double Cab,10 km,2 l,Manual
https://www.namauto.com/cars/10270924-ford-focus-1.5-ecoboost-trend/,"N$ 240,000",Ford,Focus,1.5 ECOBOOST TREND,MALAN,1,N/A,White,BLACK,white,4,Petrol,Sedan,"51,000 km",1.5 l,Manual
https://www.namauto.com/cars/6985217-honda-jazz-comfort-5-door/,"N$ 241,000",Honda,Jazz,Comfort 5-Door,NEW,N/A,N/A,Red,Black,Rally Red,5,Petrol,Mini MPV,N/A,1.2 l,Manual
https://www.namauto.com/cars/9974124-nissan-np300-hardbody-hardbody-np300-2.5-tdi-4-x4-p-u-d-c/,"N$ 243,700",Nissan,NP300 Hardbody,HARDBODY NP300 2.5 TDI 4X4 P/U D/C,USED,1,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,"65,000 km",2.5 l,Manual
https://www.namauto.com/cars/8898736-nissan-new-micra-0.9-t-visia/,"N$ 244,400",Nissan,New Micra,0.9T Visia,NEW,N/A,N/A,White,Black,White,5,Petrol,Hatchback,1 km,0.9 l,Manual
https://www.namauto.com/cars/8908796-volkswagen-polo-vivo-gp-1.6-maxx-5-dr/,"N$ 244,900",Volkswagen,POLO VIVO,GP 1.6 MAXX 5DR,NEW,N/A,N/A,White,N/A,white,5,Petrol,Hatchback,N/A,1.6 l,Manual
https://www.namauto.com/cars/7354655-gwm-steed-5-2.0-wgt-4-x4-p-u-s-c/,"N$ 245,000",GWM,Steed 5,2.0 WGT 4X4 P/U S/C,NEW,N/A,N/A,White,BLACK,TITANIUM WHITE,2,Diesel,Bakkie Single Cab,N/A,2 l,Manual
https://www.namauto.com/cars/8813320-toyota-fortuner-2.5-d-4-d-rb/,"N$ 245,000",Toyota,Fortuner,2.5D-4D RB,USED,1,12.0 KPL,White,Grey,white,5,Diesel,SUV,"120,000 km",2.5 l,Manual
https://www.namauto.com/cars/9428872-ford-ranger-3.2-tdci-xlt-4-x4/,"N$ 245,000",Ford,Ranger,3.2TDCi XLT 4X4,USED,1,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,"200,000 km",3.2 l,Automatic
https://www.namauto.com/cars/6995179-honda-br-v-1.5-trend/,"N$ 246,000",Honda,BR-V,1.5 TREND,NEW,N/A,N/A,White,Black,Orchid White Pearl,5,Petrol,SUV,N/A,1.5 l,Manual
https://www.namauto.com/cars/7002800-toyota-corolla-quest-1.6-a-t/,"N$ 247,500",Toyota,Corolla Quest,1.6 A/T,NEW,N/A,6.9 KPL,Silver,Black,Satin Silver Metallic,4,Petrol,Sedan,20 km,1.6 l,Automatic
https://www.namauto.com/cars/7002835-toyota-corolla-quest-1.6-plus/,"N$ 248,000",Toyota,Corolla Quest,1.6 PLUS,NEW,N/A,6.9 KPL,Silver,Black,Satin Silver Metallic,4,Petrol,Sedan,10 km,1.6 l,Manual
https://www.namauto.com/cars/7170429-renault-clio-turbo-expression-5-dr-66-kw/,"N$ 248,617",Renault,Clio,Turbo EXPRESSION 5DR (66KW),NEW,N/A,15.0 KPL,Red,Black,red,5,Petrol,Hatchback,1 km,0.9 l,Manual
https://www.namauto.com/cars/9695733-toyota-hilux-2.5-d-4-d-srx-4-x4/,"N$ 249,000",Toyota,Hilux,2.5D-4D SRX 4X4,KM368,1,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,"111,625 km",2.5 l,Manual
https://www.namauto.com/cars/9726040-toyota-auris-1.6-xr/,"N$ 249,000",Toyota,Auris,1.6 XR,CONSIGNMEN,1,N/A,Silver,Black,Silver,5,Petrol,Hatchback,"36,100 km",1.6 l,Manual
https://www.namauto.com/cars/9876572-nissan-x-trail-2.5-se-4-x4-cvt-t32/,"N$ 249,700",Nissan,X TRAIL,2.5 SE 4X4 CVT (T32),N60814W,1,N/A,Silver,Grey,SILVER,5,Petrol,SUV,"83,320 km",2.5 l,Automatic
https://www.namauto.com/cars/6989210-honda-ballade-trend/,"N$ 249,900",Honda,Ballade,Trend,NEW,N/A,N/A,Silver,Black,Alabaster Silver Metallic,4,Petrol,Sedan,N/A,1.5 l,Manual
https://www.namauto.com/cars/9985582-toyota-rav4-2.0-gx-cvt/,"N$ 249,900",Toyota,RAV4,2.0 GX CVT,USED,N/A,N/A,Grey,Black,Grey Mettalic,5,Petrol,SUV,"73,000 km",2 l,CVT
https://www.namauto.com/cars/10292377-volkswagen-polo-polo-hatch-1.0-tsi-r-line-auto/,POA,Volkswagen,Polo,Polo hatch 1.0TSI R-Line auto,NEW,N/A,N/A,Gold,Grey,Gold,5,Petrol,Hatchback,10 km,1 l,Automatic
https://www.namauto.com/cars/10321898-suzuki-jimny-1.3-a-t-4x4/,"N$ 249,900",Suzuki,Jimny,1.3 A/T 4x4,12,1,N/A,Silver,Grey,Silver,3,Petrol,SUV,"7,100 km",1.3 l,Manual
https://www.namauto.com/cars/10355656-volkswagen-polo-1.0-tsi-comfortline-66-kw-new-shape/,"N$ 249,900",Volkswagen,Polo,1.0 TSI COMFORTLINE 66Kw (New Shape),16,1,N/A,Multi-colour,Grey,White/Silver,5,Petrol,Hatchback,"22,500 km",1 l,Manual
https://www.namauto.com/cars/7804727-mitsubishi-pajero-sport-3.2-di-d-gls/,"N$ 249,995",Mitsubishi,Pajero,SPORT 3.2 Di-D GLS,USED,2,N/A,Silver,Beige,Silver,5,Diesel,SUV,"121,000 km",3.2 l,Automatic
https://www.namauto.com/cars/9865893-mahindra-xuv-500-2.2-d-mhawk-w8-7-seat/,"N$ 249,995",Mahindra,XUV 500,2.2D MHAWK (W8) 7 SEAT,USED,1,N/A,Orange,Black,Orange,5,Diesel,SUV,"111,359 km",2.2 l,Manual
https://www.namauto.com/cars/10067469-nissan-navara-2.5-d-ci-se-4-x4/,"N$ 249,995",Nissan,Navara,2.5 dCi SE 4X4,USED,1,N/A,Silver,Black,Silver,4,Diesel,Bakkie Double Cab,"120,853 km",2.5 l,Manual
https://www.namauto.com/cars/10123188-volkswagen-tiguan-2.0-tdi-sprt-styl-4-mot-dsg/,"N$ 249,995",Volkswagen,Tiguan,2.0 TDi SPRT-STYL 4/MOT DSG,USED,1,N/A,Silver,Black,Silver,5,Diesel,SUV,"124,461 km",2 l,Automatic
https://www.namauto.com/cars/8986537-toyota-fortuner-3.0-d-4-d/,"N$ 250,000",Toyota,Fortuner,3.0D-4D,PTOUNGANA,1,N/A,White,Black,White,5,Diesel,SUV,"110,500 km",3 l,Manual
https://www.namauto.com/cars/9686409-nissan-x-trail-2.0-xe-t32/,"N$ 250,000",Nissan,X TRAIL,2.0 XE (T32),PREOWNED,1,N/A,White,Grey,White,5,Petrol,SUV,"68,500 km",2 l,Manual
https://www.namauto.com/cars/10073996-land-rover-discovery-4-3.0-td-sd-v6-s/,"N$ 250,000",Land Rover,Discovery,4 3.0 TD/SD V6 S,MULLER,1,N/A,Silver,BLACK,IPENEMA SAND,5,Diesel,SUV,"180,000 km",3 l,Automatic
https://www.namauto.com/cars/10208476-volkswagen-polo-1.4-comfortline/,POA,Volkswagen,Polo,1.4 COMFORTLINE,NEW,N/A,N/A,White,Titanium - Grey,Candy - White,4,Petrol,Sedan,20 km,1.4 l,Manual
https://www.namauto.com/cars/10213070-volkswagen-polo-vivo-1.0-tsi-gt-5-dr/,POA,Volkswagen,POLO VIVO,1.0 TSI GT (5DR),NEW,N/A,N/A,White,Grey,White,5,Petrol,Hatchback,20 km,1 l,Manual
https://www.namauto.com/cars/10290706-volkswagen-polo-vivo-1.6-maxx-5-dr/,POA,Volkswagen,POLO VIVO,1.6 MAXX (5DR),NEW,N/A,N/A,White,Grey,Pure - White,5,Petrol,Hatchback,10 km,1.6 l,Manual
https://www.namauto.com/cars/8220681-haval-h6-1.5-t-4x2-city/,"N$ 250,950",HAVAL,H6,1.5T 4x2 City,NEW,N/A,N/A,Grey,Black,Charcoal,N/A,Petrol,SUV,1 km,N/A,Manual
https://www.namauto.com/cars/7034601-nissan-np200-1.5d-ci-high/,"N$ 251,012",Nissan,NP200,1.5dCi HIGH,NEW,N/A,8.0 KPL,White,Black,White,2,Diesel,Pick Up,N/A,1.5 l,Manual
https://www.namauto.com/cars/7006143-toyota-avanza-1.3-sx/,"N$ 252,000",Toyota,AVANZA,1.3 SX,NEW,N/A,15.0 KPL,White,Black,Tusk White,5,Petrol,MPV,20 km,1.3 l,Manual
https://www.namauto.com/cars/7985594-renault-clio-iv-900-t-expression-5-dr-66-kw/,"N$ 253,617",Renault,Clio,IV 900 T EXPRESSION 5DR (66KW),NEW,N/A,14.0 KPL,Silver,BLACK,SILVER,5,Petrol,Hatchback,10 km,0.9 l,Manual
https://www.namauto.com/cars/7186213-renault-captur-blaze-5-dr-66-kw/,"N$ 253,743",Renault,Captur,BLAZE 5DR (66KW),NEW,N/A,15.0 KPL,Orange,Black and Grey,orange,5,Petrol,cross-over,1 km,0.9 l,Manual
https://www.namauto.com/cars/10265804-honda-hr-v-1.5-comfort-cvt/,"N$ 255,000",Honda,HR-V,1.5 COMFORT CVT,CLOETE,1,N/A,Grey,Grey,Grey,5,Petrol,cross-over,"41,000 km",1.5 l,CVT
https://www.namauto.com/cars/10134872-hyundai-i20-1.2-motion/,"N$ 256,000",Hyundai,i20,1.2 MOTION,NEW,N/A,N/A,White,Black,White,5,Petrol,Hatchback,1 km,1.2 l,Manual
https://www.namauto.com/cars/10223441-volkswagen-polo-vivo-1.0-tsi-gt-5-dr/,"N$ 256,380",Volkswagen,POLO VIVO,1.0 TSI GT (5DR),NEW,N/A,N/A,Blue,N/A,blue,5,Petrol,Hatchback,N/A,1 l,Manual
https://www.namauto.com/cars/7066866-toyota-hilux-2.0-vvt-i/,"N$ 259,600",Toyota,Hilux,2.0 VVT-i,NEW,N/A,N/A,Bronze,Black,Avant Garde Bronze Metallic,2,Petrol,Bakkie Single Cab,10 km,2 l,Manual
https://www.namauto.com/cars/7674689-toyota-hilux-2.0-vvti/,"N$ 259,600",Toyota,Hilux,2.0 VVTi,NEW,N/A,N/A,White,Grey,White,2,Petrol,Bakkie Single Cab,10 km,2 l,Manual
https://www.namauto.com/cars/7006176-toyota-avanza-1.5-sx/,"N$ 259,700",Toyota,AVANZA,1.5 SX,NEW,N/A,15.0 KPL,White,Black,Tusk White,5,Petrol,MPV,10 km,1.5 l,Manual
https://www.namauto.com/cars/7221774-renault-duster-1.6-expression-4x2/,"N$ 259,707",Renault,Duster,1.6 EXPRESSION 4x2,NEW,N/A,15.0 KPL,Bronze,Black,bronze,5,Petrol,SUV,1 km,1.6 l,Manual
https://www.namauto.com/cars/10321722-mercedes-benz-a-class-a-200-be-a-t/,"N$ 259,900",MERCEDES BENZ,A Class,A 200 BE A/T,10,1,N/A,Silver,Black,Silver,5,Petrol,Hatchback,"79,800 km",1.6 l,Automatic
https://www.namauto.com/cars/10067398-isuzu-kb-240i-le-4-x4/,"N$ 259,995",Isuzu,KB,240i LE 4X4,USED,1,N/A,White,Grey,White,4,Petrol,Bakkie Double Cab,"107,103 km",2.4 l,Manual
https://www.namauto.com/cars/6985226-honda-jazz-comfort-5-door/,"N$ 260,000",Honda,Jazz,Comfort 5-Door,NEW,N/A,N/A,Red,Black,Rally Red,5,Petrol,Mini MPV,N/A,1.2 l,CVT
https://www.namauto.com/cars/6995182-honda-br-v-1.5-comfort/,"N$ 260,000",Honda,BR-V,1.5 COMFORT,NEW,N/A,N/A,White,Black,Orchid White Pearl,5,Petrol,SUV,N/A,1.5 l,Manual
https://www.namauto.com/cars/8050173-toyota-hilux-3.0-d-4-d-raider-4-x4-d-cab/,"N$ 260,000",Toyota,Hilux,3.0 D-4D RAIDER 4X4 D/CAB,USED,1,11.0 KPL,White,Grey,White,4,Diesel,Bakkie Double Cab,"180,000 km",3 l,Automatic
https://www.namauto.com/cars/8328314-toyota-hilux-3.0-d-4-d-raider-4-x4/,"N$ 260,000",Toyota,Hilux,3.0 D-4D RAIDER 4X4,USED,1,12.0 KPL,White,Black,white,4,Diesel,Bakkie Double Cab,"250,000 km",3 l,Manual
https://www.namauto.com/cars/9130372-nissan-x-trail-1.6d-ci-xe/,"N$ 260,000",Nissan,X TRAIL,1.6dCi XE,USED,1,N/A,Black,Black,Black,5,Diesel,SUV,"90,500 km",1.6 l,Manual
https://www.namauto.com/cars/9970766-toyota-hilux-3.0-d-4-d-raider-4-x4/,"N$ 260,000",Toyota,Hilux,3.0 D-4D RAIDER 4X4,USED,1,N/A,Silver,Grey,Silver,4,Diesel,Bakkie Double Cab,"61,000 km",3 l,Automatic
https://www.namauto.com/cars/10029737-nissan-hardbody-np300-2.5-tdi-hi-rider/,"N$ 260,000",Nissan,HARDBODY,NP300 2.5 TDi HI-RIDER,75,1,N/A,Black,black,white,4,Diesel,Bakkie Double Cab,"29,000 km",2.5 l,Manual
https://www.namauto.com/cars/9050378-audi-a3-1.8-tfsi-ambition/,"N$ 265,000",Audi,A3,1.8 TFSI AMBITION,2,1,N/A,White,N/A,white,3,Petrol,Hatchback,"76,000 km",1.8 l,Manual
https://www.namauto.com/cars/10232485-isuzu-kb-240i-le/,"N$ 265,000",Isuzu,KB,240i LE,ANGOLO,1,N/A,Blue,Black,Blue,4,Petrol,Bakkie Double Cab,"57,400 km",2.4 l,Manual
https://www.namauto.com/cars/10298904-volkswagen-polo-1.0-tsi-comfortline/,POA,Volkswagen,Polo,1.0 TSI COMFORTLINE,NEW,N/A,N/A,Silver,Grey,White - Silver,5,Petrol,Hatchback,10 km,1 l,Manual
https://www.namauto.com/cars/6989252-honda-ballade-trend-cvt/,"N$ 265,900",Honda,Ballade,Trend (CVT),NEW,N/A,N/A,Silver,Black,Alabaster Silver Metallic,4,Petrol,Sedan,N/A,1.5 l,CVT
